tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
26388,Buried,2010-09-24,6.63,"Drama, Thriller, Mystery","Ryan Reynolds, José Luis García Pérez, Robert Paterson, Stephen Tobolowsky, Samantha Mathis",Rodrigo Cortés,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,Buried (2010),78088,3.3653333333333335,0.6730666666666667
9543,Prince of Persia: The Sands of Time,2010-05-19,6.291,"Adventure, Fantasy, Action","Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Steve Toussaint",Mike Newell,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",Prince of Persia: The Sands of Time (2010),78105,3.119301648884578,0.6238603297769156
40247,Please Give,2010-04-30,6.171,"Comedy, Drama","Catherine Keener, Amanda Peet, Oliver Platt, Rebecca Hall, Ann Morgan Guilbert",Nicole Holofcener,"In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",Please Give (2010),78116,3.366863905325444,0.6733727810650888
37034,True Legend,2010-02-09,6.622,"Action, Fantasy","Vincent Zhao Wenzhuo, Zhou Xun, Andy On, Guo Xiaodong, Jay Chou",Yuen Woo-Ping,"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars.""",True Legend (Su Qi-Er) (2010),78128,3.2818181818181817,0.6563636363636364
37786,Sex and the City 2,2010-05-26,6.082,"Comedy, Drama, Romance","Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth",Michael Patrick King,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",Sex and the City 2 (2010),78174,2.3392857142857144,0.46785714285714286
32823,Get Him to the Greek,2010-06-03,5.986,"Adventure, Comedy, Music","Jonah Hill, Russell Brand, Rose Byrne, Elisabeth Moss, Tyler McKinney",Nicholas Stoller,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",Get Him to the Greek (2010),78209,3.1641592920353983,0.6328318584070797
38199,Unthinkable,2010-05-26,6.795,"Drama, Thriller","Samuel L. Jackson, Carrie-Anne Moss, Michael Sheen, Stephen Root, Lora Kojovic",Gregor Jordan,The government gets wind of a plot to destroy America involving a trio of nuclear weapons for which the whereabouts are unknown. It's up to a seasoned interrogator and an FBI agent to find out exactly where the nukes are.,Unthinkable (2010),78218,3.4888392857142856,0.6977678571428572
36736,The Drawn Together Movie: The Movie!,2010-03-18,6.318,"Animation, Comedy, Mystery","Adam Carolla, Abbey DiGregorio, Jess Harnell, Seth MacFarlane, Jack Plotnick",Greg Franklin,"When the mystery-solving musician Foxxy Love notices she and her fellow housemates can curse without being bleeped—something they've never been able to do before—she realizes their show has been canceled. Determined to get back on the air, the gang travels to Make-A-Point-Land in order to get a point (and get back on the air).","Drawn Together Movie: The Movie!, The (2010)",78247,2.869565217391304,0.5739130434782609
35217,Friendship!,2010-01-13,6.248,"Comedy, Drama","Matthias Schweighöfer, Friedrich Mücke, Alicja Bachleda-Curuś, Kevin Rankin, Chris Browning",Markus Goller,"A young man from East Germany travels to San Francisco to search for his father, who fled 12 years ago. Together with his best friend, he starts the journey from New York with no money and the only word they ever learned in english-lessons: ""friendship"".",Friendship! (2010),78251,3.1951219512195124,0.6390243902439025
34806,The Back-Up Plan,2010-04-23,6.142,"Comedy, Romance","Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson",Alan Poul,"When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.","Back-up Plan, The (2010)",78264,2.895121951219512,0.5790243902439024
38318,Burnt by the Sun 2: Exodus,2010-04-22,4.741,"Drama, War","Nikita Mikhalkov, Oleg Menshikov, Evgeny Mironov, Dmitriy Dyuzhev, Artur Smolyaninov",Nikita Mikhalkov,"Epic film about WWII, a sequel to Utomlyonnye solntsem (1994). Evil Stalin is terrorizing people of Russia while the Nazis are advancing. Russian officer Kotov, who miraculously survived the death sentence in Stalin's Purge, is now fighting in the front-lines. His daughter, Nadia, who survived a rape attempt by Nazi soldiers, is now a nurse risking her own life to save others. In the war-torn nation even former enemies are fighting together to defend their land. People stand up united for the sake of victory. Written by Steve Shelokhonov",Burnt by the Sun 2 (Utomlyonnye solntsem 2) (2010),78290,2.3653846153846154,0.47307692307692306
37056,Letters to Juliet,2010-05-13,7.0,"Comedy, Drama, Romance","Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero",Gary Winick,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",Letters to Juliet (2010),78316,3.4499054820415878,0.6899810964083175
30695,Chance Pe Dance,2010-01-15,5.3,"Music, Romance, Drama","Shahid Kapoor, Genelia D'Souza, Satish Shah, Mohnish Behl, Vikas Bhalla",Ken Ghosh,"Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",Chance Pe Dance (2010),78410,2.1944444444444446,0.43888888888888894
20533,Jonah Hex,2010-06-18,4.956,"Action, Western, Drama, Fantasy, Thriller","Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender, Will Arnett",Jimmy Hayward,"Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slew his wife and child.",Jonah Hex (2010),78467,2.31021897810219,0.46204379562043796
34544,The A-Team,2010-06-09,6.407,"Action, Comedy, Crime","Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson, Sharlto Copley",Joe Carnahan,"A man who loves when a plan comes together, Col. Hannibal Smith leads a close-knit team of elite operatives and Iraq War veterans. Framed for a crime they didn't commit, Smith and his men, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck, break out and go rogue, using their special talents to clear their names and find the perpetrator. Hot on their trail is Capt. Charissa Sosa, who was once involved with a member of Smith's team and has sworn to capture them, no matter what it takes.","A-Team, The (2010)",78469,3.202719797596458,0.6405439595192916
10193,Toy Story 3,2010-06-16,7.802,"Animation, Family, Comedy","Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn",Lee Unkrich,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",Toy Story 3 (2010),78499,3.857756827949536,0.7715513655899071
41397,Joan Rivers: A Piece of Work,2010-01-25,6.927,Documentary,"Joan Rivers, Melissa Rivers, Kathy Griffin, Don Rickles","Ricki Stern, Anne Sundberg","A documentary on the life and career of Joan Rivers, made as the comedienne turns 75 years old.",Joan Rivers: A Piece of Work (2010),78517,3.203448275862069,0.6406896551724138
39013,Winter's Bone,2010-06-11,6.791,"Drama, Mystery","Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt",Debra Granik,"After discovering her father put their house up for his bail bond and then disappeared, 17-year-old Ree Dolly must confront the local criminal underworld and the harsh Ozark wilderness in order to to track down her father and save her family.",Winter's Bone (2010),78574,3.672884440400364,0.7345768880800728
44999,Casino Jack and the United States of Money,2010-05-09,7.1,Documentary,"Tom DeLay, Bob Ney, Neil Volz, William Branner, Donn Dunlop",Alex Gibney,"A probing investigation into the lies, greed and corruption surrounding D.C. super-lobbyist Jack Abramoff and his cronies.",Casino Jack and the United States of Money (2010),78633,3.593220338983051,0.7186440677966102
10192,Shrek Forever After,2010-05-20,6.39,"Comedy, Adventure, Fantasy, Animation, Family","Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Walt Dohrn",Mike Mitchell,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),78637,3.0065645514223194,0.6013129102844639
37414,The Killer Inside Me,2010-02-19,5.817,"Crime, Drama, Thriller","Casey Affleck, Kate Hudson, Jessica Alba, Ned Beatty, Tom Bower",Michael Winterbottom,"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": He is a brilliant, but disturbed sociopathic sadist.","Killer Inside Me, The (2010)",78679,3.07088122605364,0.614176245210728
45371,The Special Relationship,2010-05-29,6.4,"TV Movie, Drama, History","Michael Sheen, Demetri Goritsas, Adam Godley, Marc Rioufol, Mark Bazeley",Richard Loncraine,"A dramatisation that follows Tony Blair's journey from political understudy waiting in the wings of the world arena to accomplished prime minister standing confidently in the spotlight of centre stage. It is a story about relationships, between two powerful men (Blair and Bill Clinton), two powerful couples, and husbands and wives.","Special Relationship, The (2010)",78759,3.4,0.6799999999999999
24021,The Twilight Saga: Eclipse,2010-06-23,6.201,"Adventure, Fantasy, Drama, Romance","Kristen Stewart, Robert Pattinson, Taylor Lautner, Bryce Dallas Howard, Dakota Fanning",David Slade,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","Twilight Saga: Eclipse, The (2010)",78772,2.3773188659432973,0.47546377318865946
